rhx,rhy,rhz,rwx,rwy,rwz,rex,rey,rez,lhx,lhy,lhz,lwx,lwy,lwz,lex,ley,lez,sx,sy,sz,hx,hy,hz,timestamp,phase rh,phase lh,phase rhlh
7.20895,5.250996,1.901464,7.18298,4.818417,1.923562,7.087756,3.780946,2.026576,5.090289,5.032696,1.883762,5.114738,4.7292,1.909499,5.124704,3.780933,2.004339,6.130024,3.868819,2.034009,6.003653,1.214751,2.044075,5319584,Rest,Rest,Rest
7.208313,5.251234,1.901316,7.182773,4.818606,1.92346,7.090181,3.786681,2.026267,5.0894,5.031878,1.883592,5.115074,4.728474,1.909354,5.124372,3.780317,2.004256,6.1284,3.869363,2.033832,6.002188,1.215098,2.043834,5319600,Rest,Rest,Rest
7.21228,5.249667,1.901208,7.182195,4.817311,1.923396,7.09174,3.789702,2.026109,5.089321,5.031943,1.883587,5.114949,4.728196,1.909217,5.123978,3.779789,2.004011,6.127533,3.868739,2.033775,6.002392,1.215074,2.043794,5319647,Rest,Rest,Rest
7.211859,5.246654,1.901551,7.182312,4.81409,1.92367,7.09282,3.804772,2.025181,5.088512,5.031935,1.883506,5.115265,4.727612,1.908846,5.124131,3.779891,2.003972,6.128089,3.870317,2.033514,6.002903,1.215377,2.04385,5319678,Rest,Rest,Rest
7.211184,5.243958,1.901572,7.181207,4.811492,1.923807,7.092184,3.794261,2.025856,5.088328,5.031034,1.883536,5.115674,4.726551,1.908803,5.12372,3.778783,2.00392,6.127106,3.869559,2.033479,6.001495,1.217045,2.043409,5319709,Rest,Rest,Rest
7.207571,5.246693,1.901653,7.180819,4.813387,1.923461,7.095297,3.776695,2.027066,5.085014,5.030042,1.883565,5.115574,4.725742,1.908805,5.123575,3.777833,2.003861,6.126643,3.868397,2.033402,6.000963,1.216914,2.043357,5319741,Rest,Rest,Rest
7.208065,5.246846,1.90164,7.180773,4.813514,1.923464,7.097055,3.799742,2.024766,5.083517,5.028439,1.88356,5.115718,4.724246,1.9088,5.123204,3.775968,2.003694,6.126369,3.868244,2.03336,6.001008,1.21691,2.043383,5319772,Rest,Rest,Rest
7.262784,5.17928,1.893528,7.181384,4.814327,1.923278,7.098739,3.814798,2.023212,5.08411,5.028132,1.883472,5.115659,4.72404,1.908779,5.123177,3.775515,2.003568,6.126042,3.868123,2.033323,6.000989,1.217013,2.04336,5319803,Rest,Rest,Rest
7.261835,5.178896,1.893524,7.180965,4.814567,1.92314,7.096405,3.791454,2.02485,5.084297,5.028415,1.883508,5.11579,4.724127,1.908709,5.123178,3.77562,2.003515,6.126273,3.868188,2.033288,6.000918,1.216928,2.043365,5319850,Rest,Rest,Rest
7.26158,5.177594,1.89377,7.181094,4.814384,1.923162,7.095925,3.783645,2.025644,5.08558,5.029034,1.883791,5.115427,4.724043,1.908717,5.12313,3.775417,2.003471,6.125411,3.867619,2.033259,6.000782,1.216771,2.043352,5319866,Rest,Rest,Rest
7.261472,5.177565,1.893771,7.181171,4.81472,1.92307,7.097055,3.790247,2.024875,5.085645,5.028779,1.883695,5.115124,4.723777,1.908618,5.123384,3.775185,2.003394,6.125403,3.866039,2.033252,6.000543,1.21643,2.043379,5319912,Rest,Rest,Rest
7.261919,5.177635,1.893774,7.18264,4.815555,1.922914,7.097462,3.791435,2.024839,5.086253,5.029046,1.883525,5.115239,4.724031,1.90845,5.123754,3.775553,2.003287,6.126015,3.865242,2.033186,5.999851,1.215966,2.04337,5319944,Rest,Rest,Rest
7.211774,5.24815,1.900836,7.18272,4.81531,1.922871,7.098431,3.793437,2.024704,5.086317,5.029495,1.8834,5.115101,4.724457,1.908354,5.12376,3.775683,2.00306,6.125828,3.865232,2.033148,5.999905,1.215833,2.043393,5319975,Rest,Rest,Rest
7.21217,5.247905,1.901103,7.182759,4.814622,1.922828,7.101552,3.778211,2.026269,5.083138,5.029037,1.883352,5.115012,4.724247,1.908305,5.124545,3.775345,2.002953,6.126602,3.864421,2.033164,6.000843,1.214809,2.043496,5320006,Rest,Rest,Rest
7.212461,5.247501,1.901128,7.18321,4.814139,1.922863,7.103909,3.797485,2.024809,5.085143,5.029383,1.883189,5.115071,4.724466,1.908207,5.125036,3.775561,2.002861,6.126387,3.864588,2.033143,6.000823,1.214431,2.043703,5320037,Rest,Rest,Rest
7.213393,5.245512,1.901122,7.183443,4.812322,1.923017,7.107308,3.813174,2.023622,5.084884,5.052445,1.881099,5.114853,4.747693,1.906225,5.128843,3.799511,2.001212,6.126466,3.864537,2.033159,6.0008,1.214197,2.043734,5320069,Rest,Rest,Rest
7.214799,5.24733,1.902051,7.183474,4.812847,1.922882,7.106923,3.813997,2.023486,5.085214,5.052121,1.881217,5.114821,4.74705,1.906236,5.129361,3.798761,2.001187,6.12595,3.865688,2.033021,6.000658,1.214187,2.043751,5320162,Rest,Rest,Rest
7.215279,5.251116,1.901604,7.184793,4.816674,1.922579,7.107363,3.815122,2.023368,5.083306,5.051115,1.881442,5.115167,4.745944,1.906329,5.130037,3.797481,2.001213,6.127247,3.868897,2.033023,6.002224,1.225497,2.04456,5320162,Rest,Rest,Rest
7.215607,5.250569,1.901438,7.184707,4.816253,1.922551,7.10832,3.811742,2.023541,5.082734,5.066816,1.880107,5.114941,4.761569,1.904965,5.131716,3.813854,2.000206,6.1278,3.868919,2.033018,6.001918,1.224063,2.044566,5320178,Rest,Rest,Rest
7.21561,5.249846,1.901395,7.18469,4.815487,1.922534,7.109781,3.81442,2.023399,5.083391,5.062331,1.880641,5.115053,4.756732,1.905382,5.132379,3.808539,2.000413,6.127546,3.868851,2.033032,6.001806,1.222753,2.044611,5320209,Rest,Rest,Rest
7.247933,5.181172,1.897581,7.184659,4.815327,1.922524,7.110009,3.814294,2.023471,5.081916,5.071965,1.879854,5.114961,4.766604,1.904625,5.134792,3.819057,1.999956,6.127501,3.868836,2.033026,6.000235,1.221542,2.044474,5320241,Rest,Rest,Rest
7.247937,5.181376,1.897588,7.184652,4.815335,1.922523,7.111001,3.816741,2.023178,5.082431,5.06713,1.879993,5.115352,4.762168,1.904948,5.135228,3.814724,2.000348,6.129001,3.870204,2.032984,6.001051,1.218548,2.045411,5320272,Rest,Rest,Rest
7.207057,5.24827,1.900794,7.184011,4.81421,1.92256,7.110917,3.81668,2.023175,5.082725,5.054173,1.880984,5.115533,4.749337,1.906035,5.13808,3.801771,2.001369,6.128698,3.869861,2.033006,6.00118,1.216697,2.045705,5320303,Rest,Rest,Rest
7.207334,5.24871,1.900844,7.183666,4.81441,1.922452,7.108445,3.802052,2.024352,5.081971,5.071676,1.879463,5.115059,4.766836,1.904526,5.141787,3.820223,2.00027,6.129019,3.870059,2.032974,6.004194,1.214183,2.046283,5320350,Rest,Rest,Rest
7.211358,5.249599,1.900979,7.184848,4.815202,1.922433,7.107937,3.791773,2.024834,5.087414,5.063046,1.879982,5.115501,4.757982,1.905207,5.143072,3.811235,2.000891,6.129752,3.870813,2.032936,6.004491,1.21408,2.046392,5320366,Rest,Rest,Rest
7.214125,5.250367,1.901569,7.184816,4.815292,1.922379,7.107789,3.788372,2.025068,5.088309,5.050837,1.881178,5.115818,4.745482,1.906316,5.143696,3.798289,2.001798,6.129885,3.871059,2.032968,6.004468,1.213948,2.0464,5320412,Rest,Rest,Rest
7.213532,5.24755,1.901759,7.183282,4.812595,1.922675,7.109725,3.793947,2.024827,5.096985,5.052204,1.881687,5.116263,4.745347,1.906423,5.143912,3.797939,2.00182,6.128836,3.874843,2.032827,6.00358,1.214006,2.046303,5320444,Rest,Rest,Rest
7.214861,5.246682,1.901731,7.18364,4.811801,1.922713,7.111809,3.802446,2.024398,5.097854,5.051385,1.881749,5.116787,4.744573,1.906546,5.144434,3.797164,2.001955,6.129246,3.875134,2.03286,6.003857,1.213311,2.04658,5320475,Rest,Rest,Rest
7.214958,5.252481,1.901307,7.186374,4.817604,1.922505,7.111603,3.789515,2.025323,5.097895,5.050389,1.881863,5.117093,4.743638,1.906712,5.14511,3.796203,2.002113,6.129901,3.875633,2.032877,6.003613,1.213017,2.046592,5320506,Rest,Rest,Rest
7.217751,5.253287,1.902426,7.186612,4.817337,1.922637,7.112266,3.791902,2.025169,5.104984,5.046828,1.881791,5.11781,4.740875,1.907219,5.145123,3.793238,2.002544,6.129793,3.875359,2.032889,6.003811,1.212764,2.046615,5320537,Rest,Rest,Rest
7.218696,5.253964,1.902202,7.18725,4.818213,1.922627,7.113051,3.788901,2.025475,5.108371,5.072703,1.879532,5.117955,4.767808,1.905547,5.14978,3.821987,2.001665,6.129433,3.877695,2.032778,6.003743,1.212723,2.046618,5320569,Rest,Rest,Rest
7.223918,5.254592,1.902723,7.188228,4.818586,1.92271,7.112746,3.785067,2.025826,5.108327,5.06163,1.880819,5.118295,4.756345,1.906672,5.150819,3.810038,2.002564,6.130404,3.878001,2.032784,6.00361,1.212683,2.046626,5320616,Rest,Rest,Rest
7.224187,5.254788,1.902749,7.188673,4.818712,1.922752,7.111466,3.770213,2.027132,5.107448,5.051616,1.882038,5.118974,4.746217,1.907838,5.149861,3.799501,2.003571,6.131021,3.876679,2.032927,6.003558,1.212265,2.046725,5320647,Rest,Rest,Rest
7.271843,5.164926,1.895688,7.190521,4.818256,1.92286,7.113219,3.766786,2.027648,5.107139,5.059625,1.881381,5.119641,4.754629,1.907336,5.150945,3.808268,2.003235,6.131876,3.876642,2.033054,6.004674,1.210848,2.04717,5320678,Rest,Rest,Rest
7.271767,5.165357,1.895737,7.191968,4.818674,1.923044,7.115366,3.759109,2.028594,5.112407,5.069778,1.880555,5.119728,4.764997,1.906677,5.150939,3.818753,2.002639,6.134095,3.875865,2.033074,6.006042,1.210107,2.047301,5320709,Rest,Rest,Rest
7.270994,5.165838,1.895634,7.192117,4.818749,1.923027,7.116369,3.773535,2.027685,5.115322,5.072779,1.880511,5.11981,4.768115,1.9067,5.151899,3.821388,2.002435,6.134178,3.875795,2.033145,6.007386,1.209252,2.047723,5320741,Rest,Rest,Rest
7.271202,5.16672,1.895559,7.19387,4.819621,1.922999,7.118453,3.79961,2.025651,5.11502,5.062107,1.881816,5.120863,4.757099,1.907819,5.154352,3.809841,2.003298,6.135398,3.875507,2.033266,6.006174,1.208484,2.047856,5320772,Rest,Rest,Rest
7.270891,5.165881,1.895671,7.194833,4.817993,1.923244,7.117307,3.786659,2.02699,5.117776,5.0484,1.883096,5.121875,4.743258,1.909037,5.15454,3.795917,2.004498,6.135953,3.875401,2.033348,6.007245,1.207325,2.048283,5320803,Rest,Rest,Rest
7.271241,5.166025,1.895744,7.196894,4.817963,1.923466,7.119558,3.792642,2.026773,5.119946,5.044159,1.883586,5.122891,4.739567,1.909778,5.155836,3.791573,2.004938,6.136379,3.876128,2.033497,6.007834,1.206772,2.048325,5320834,Rest,Rest,Rest
7.271099,5.166735,1.895688,7.197403,4.818474,1.923442,7.120629,3.782987,2.027744,5.121645,5.034141,1.884439,5.123406,4.729774,1.910727,5.157035,3.781368,2.005687,6.137302,3.87528,2.033708,6.007746,1.206312,2.048496,5320866,Rest,Rest,Rest
7.271227,5.167202,1.895772,7.198434,4.818934,1.923604,7.120201,3.780383,2.027963,5.125472,5.033223,1.884491,5.12389,4.729127,1.910892,5.157872,3.780449,2.005723,6.139572,3.87447,2.033935,6.007915,1.205525,2.048634,5320912,Rest,Rest,Rest
7.272243,5.167416,1.896073,7.201093,4.818866,1.924077,7.120232,3.778065,2.028084,5.12812,5.032465,1.884808,5.124029,4.728211,1.911114,5.159348,3.77955,2.005934,6.141145,3.874983,2.033991,6.006819,1.20495,2.048772,5320944,Rest,Rest,Rest
7.272117,5.166622,1.896341,7.201766,4.81766,1.924423,7.120788,3.774716,2.028404,5.128498,5.027505,1.885267,5.124694,4.723356,1.91161,5.158846,3.774838,2.006521,6.141039,3.871915,2.034429,6.008544,1.202747,2.049648,5320975,Rest,Rest,Rest
7.272195,5.166404,1.89634,7.202364,4.817118,1.924431,7.121552,3.770828,2.028956,5.13133,5.025248,1.885771,5.125466,4.720979,1.912032,5.159515,3.772144,2.006797,6.14222,3.870847,2.034602,6.010705,1.20129,2.050198,5321006,Rest,Rest,Rest
7.271872,5.159569,1.897405,7.202948,4.817626,1.924451,7.121489,3.768484,2.029197,5.13219,5.025566,1.8862,5.127005,4.721097,1.91236,5.159978,3.769113,2.00736,6.143825,3.870812,2.034876,6.010729,1.20133,2.050222,5321037,Rest,Rest,Rest
7.273097,5.153723,1.898735,7.204625,4.818339,1.924708,7.122972,3.784027,2.028386,5.132894,5.025309,1.886296,5.127413,4.720964,1.912496,5.16012,3.767713,2.007683,6.14324,3.86902,2.035177,6.010587,1.200926,2.05037,5321069,Rest,Rest,Rest
7.275889,5.141599,1.901038,7.207922,4.816097,1.925565,7.123661,3.780313,2.02888,5.132918,5.025473,1.886571,5.128549,4.721143,1.912771,5.161047,3.765187,2.008164,6.143904,3.869705,2.035362,6.010706,1.20097,2.05038,5321116,Rest,Rest,Rest
7.275909,5.139529,1.901707,7.208815,4.816566,1.925866,7.123045,3.7766,2.029144,5.134106,5.025745,1.886703,5.128734,4.721363,1.912853,5.16134,3.765527,2.008198,6.144641,3.870248,2.035674,6.010257,1.20065,2.050506,5321147,Rest,Rest,Rest
7.275991,5.139139,1.902073,7.209771,4.817943,1.926123,7.123958,3.773878,2.029433,5.136281,5.027083,1.887228,5.128923,4.7219,1.912965,5.16232,3.761115,2.00895,6.145952,3.869538,2.03594,6.010856,1.198706,2.051013,5321178,Rest,Rest,Rest
7.275922,5.139141,1.902134,7.210275,4.819296,1.926154,7.1239,3.783904,2.028932,5.136584,5.027228,1.887607,5.130238,4.721945,1.91329,5.162449,3.75862,2.009501,6.146639,3.868414,2.036173,6.010981,1.198767,2.051121,5321209,Rest,Rest,Rest
7.274065,5.134675,1.902578,7.209947,4.818306,1.926275,7.123119,3.777308,2.029704,5.13908,5.039568,1.886773,5.1317,4.734456,1.912507,5.165516,3.787718,2.008281,6.14777,3.867863,2.036491,6.010599,1.198529,2.051268,5321241,Rest,Rest,Rest
7.274191,5.134752,1.90265,7.210652,4.819388,1.926338,7.122511,3.776348,2.029799,5.140692,5.030105,1.887868,5.132818,4.725072,1.913615,5.165626,3.778479,2.009587,6.148259,3.867883,2.03659,6.010621,1.198356,2.051438,5321272,Rest,Rest,Rest
7.2741,5.133678,1.902997,7.210949,4.819388,1.926513,7.122425,3.768857,2.030404,5.142891,5.030358,1.888468,5.133002,4.725084,1.914053,5.16608,3.776188,2.010022,6.149331,3.868718,2.036802,6.010949,1.197967,2.051628,5321303,Rest,Rest,Rest
7.273565,5.132964,1.903226,7.210881,4.819453,1.926613,7.122764,3.768364,2.030536,5.14285,5.037307,1.888216,5.133192,4.731931,1.913737,5.166825,3.785256,2.009559,6.151386,3.86622,2.037235,6.014956,1.193764,2.052958,5321334,Rest,Rest,Rest
7.27317,5.129241,1.903941,7.211127,4.817752,1.927076,7.124173,3.766372,2.030899,5.145566,5.033127,1.888737,5.13391,4.727861,1.914258,5.167707,3.78139,2.010177,6.15378,3.86756,2.037489,6.017636,1.192182,2.053509,5321366,Rest,Rest,Rest
7.27347,5.129008,1.904269,7.211784,4.818173,1.927369,7.124615,3.781052,2.030247,5.145267,5.031316,1.889174,5.134236,4.72587,1.914599,5.166164,3.767914,2.011369,6.152873,3.866575,2.037714,6.018249,1.192032,2.053548,5321412,Rest,Rest,Rest
7.274056,5.128275,1.904672,7.212688,4.818136,1.927713,7.122633,3.770355,2.031363,5.146457,5.032709,1.889195,5.134608,4.727576,1.914736,5.166436,3.767698,2.011537,6.154417,3.867121,2.037925,6.019796,1.191702,2.053462,5321444,Rest,Rest,Rest
7.273611,5.128134,1.904654,7.212476,4.818248,1.927689,7.123008,3.76976,2.031556,5.14707,5.033931,1.889217,5.135171,4.728743,1.91471,5.166792,3.767659,2.011603,6.15514,3.869828,2.038039,6.01976,1.191702,2.05347,5321491,Rest,Rest,Rest
7.273625,5.128167,1.904687,7.212638,4.818553,1.927727,7.122902,3.768594,2.031714,5.148533,5.034734,1.889374,5.135213,4.729568,1.91483,5.167097,3.766231,2.011856,6.156598,3.868738,2.038205,6.02164,1.193231,2.053186,5321522,Rest,Rest,Rest
7.273449,5.127837,1.904819,7.212644,4.81856,1.927814,7.122721,3.767107,2.031941,5.149204,5.035064,1.889433,5.135191,4.729963,1.914884,5.169584,3.782638,2.01089,6.157403,3.8702,2.038332,6.021356,1.192878,2.053494,5321537,Rest,Rest,Rest
7.272501,5.126297,1.905111,7.212152,4.817811,1.928018,7.123269,3.76576,2.03219,5.150335,5.036236,1.889526,5.13543,4.731271,1.915002,5.16967,3.781286,2.011125,6.157658,3.872812,2.038563,6.025081,1.194609,2.053078,5321569,Rest,Rest,Rest
7.272584,5.125184,1.905494,7.212453,4.81724,1.928343,7.123196,3.762005,2.032869,5.150758,5.036758,1.889648,5.13549,4.731773,1.915084,5.169788,3.780404,2.011276,6.159128,3.872125,2.038841,6.025046,1.194691,2.053119,5321600,Rest,Rest,Rest
7.270428,5.12584,1.905707,7.2106,4.818311,1.928539,7.122799,3.762537,2.032954,5.150644,5.044695,1.888987,5.135477,4.739784,1.914441,5.171361,3.793718,2.010546,6.157966,3.872778,2.039131,6.02504,1.194816,2.053081,5321647,Rest,Rest,Rest
7.26893,5.124928,1.906177,7.209456,4.817881,1.928955,7.12229,3.760045,2.033666,5.151265,5.037439,1.889795,5.136026,4.732651,1.915286,5.169672,3.781725,2.011286,6.158358,3.870431,2.039725,6.024506,1.194848,2.052917,5321678,Rest,Rest,Rest
7.26849,5.126838,1.906383,7.209157,4.820392,1.92918,7.123171,3.767792,2.033863,5.152044,5.052509,1.888914,5.134919,4.747621,1.914289,5.166578,3.80049,2.009981,6.159037,3.870085,2.039928,6.025569,1.195332,2.052813,5321725,Rest,Rest,Rest
7.265279,5.12059,1.907918,7.206431,4.815026,1.930627,7.123886,3.776808,2.034094,5.152747,5.042891,1.88987,5.134921,4.738147,1.915275,5.161696,3.789971,2.010557,6.156639,3.867269,2.040559,6.026855,1.19426,2.053072,5321741,Rest,Rest,Rest
7.26595,5.12148,1.908022,7.208033,4.815403,1.931807,7.123136,3.783659,2.03423,5.153252,5.036138,1.890548,5.134266,4.731986,1.91618,5.15978,3.781187,2.011067,6.155449,3.861337,2.041579,6.026657,1.194091,2.05306,5321772,Rest,Rest,Rest
7.2657,5.121782,1.90809,7.207271,4.814985,1.932664,7.122528,3.786757,2.03441,5.153243,5.036143,1.890557,5.134178,4.732019,1.91618,5.158153,3.777612,2.011204,6.155588,3.858706,2.042254,6.026487,1.193657,2.052876,5321803,Rest,Rest,Rest
7.199708,5.252717,1.91521,7.206037,4.815065,1.933673,7.121498,3.782391,2.035825,5.152848,5.035912,1.89079,5.133534,4.731641,1.916374,5.153042,3.768242,2.011407,6.155638,3.856963,2.042817,6.027165,1.192486,2.052595,5321834,Rest,Rest,Rest
7.258405,5.169041,1.912171,7.206371,4.814182,1.93532,7.121728,3.787455,2.036358,5.142201,5.033627,1.892217,5.133662,4.72741,1.91708,5.148253,3.760312,2.011214,6.156948,3.854482,2.043828,6.030053,1.191531,2.05187,5321881,Rest,Rest,Rest
7.259312,5.168759,1.912441,7.209188,4.812532,1.937702,7.122516,3.789983,2.037003,5.138801,5.03401,1.89273,5.133715,4.726918,1.917176,5.145284,3.755958,2.011286,6.160115,3.851661,2.045179,6.035223,1.190686,2.051193,5321912,Rest,Rest,Rest
7.264011,5.168477,1.913074,7.216176,4.811517,1.939856,7.121773,3.7824,2.038977,5.136106,5.036047,1.893578,5.135828,4.727546,1.917303,5.143723,3.75051,2.011116,6.161571,3.845684,2.04657,6.041184,1.190794,2.050147,5321944,Rest,Rest,Rest
7.270278,5.170021,1.914377,7.223513,4.813031,1.942439,7.122882,3.777321,2.040553,5.134704,5.034702,1.89383,5.139279,4.726245,1.917536,5.142991,3.74603,2.011011,6.162762,3.842507,2.047466,6.046852,1.190687,2.049407,5321975,Rest,Rest,Rest
7.283793,5.154143,1.917892,7.236956,4.794976,1.947188,7.129383,3.770742,2.043222,5.1407,5.032029,1.894744,5.144959,4.72235,1.917784,5.14182,3.742106,2.01061,6.167777,3.839927,2.048697,6.062053,1.19459,2.047186,5322006,Rest,Rest,Rest
7.295158,5.146937,1.921003,7.247675,4.787583,1.950797,7.138482,3.781227,2.044784,5.152784,5.036083,1.895177,5.153154,4.724794,1.917325,5.143074,3.738197,2.010121,6.171426,3.836328,2.049642,6.065802,1.195642,2.046532,5322037,Rest,Rest,Rest
7.299725,5.149782,1.921578,7.25177,4.790514,1.951491,7.149248,3.765561,2.049129,5.162091,5.033625,1.895733,5.158924,4.721889,1.917598,5.157025,3.760047,2.00739,6.176697,3.833708,2.050736,6.072853,1.197506,2.045769,5322100,Rest,Rest,Rest
7.31281,5.13904,1.924727,7.264171,4.779824,1.954859,7.15483,3.759591,2.050995,5.170416,5.028113,1.896341,5.170784,4.716718,1.918389,5.158764,3.754434,2.006984,6.183853,3.830682,2.052018,6.089742,1.198579,2.044229,5322100,Rest,Rest,Rest
7.324324,5.132792,1.926577,7.275162,4.7737,1.956806,7.160933,3.746251,2.053752,5.18588,5.016551,1.894806,5.18228,4.708529,1.918637,5.169579,3.743982,2.006093,6.18902,3.825662,2.0533,6.095788,1.199016,2.043814,5322147,Rest,Rest,Rest
7.332021,5.123749,1.928543,7.282544,4.764693,1.958858,7.166591,3.741457,2.054935,5.206014,5.010276,1.894953,5.199395,4.702886,1.919052,5.186092,3.736537,2.005516,6.193664,3.820056,2.054054,6.110636,1.198092,2.043208,5322178,Rest,Rest,Rest
7.335913,5.118991,1.929405,7.286254,4.759975,1.95976,7.1721,3.740857,2.055549,5.228281,5.033628,1.893283,5.218399,4.726676,1.917526,5.213475,3.76242,2.005159,6.206625,3.815685,2.055274,6.126867,1.200291,2.042267,5322209,Rest,Rest,Rest
7.311749,5.062002,1.935596,7.289447,4.756337,1.960156,7.180195,3.736432,2.056106,5.248263,5.035716,1.892212,5.244884,4.731121,1.917682,5.222902,3.765981,2.00475,6.21554,3.791899,2.057113,6.159038,1.204498,2.040802,5322241,Rest,Rest,Rest
7.310234,5.051278,1.936279,7.2954,4.745364,1.96094,7.198771,3.732704,2.056341,5.25219,5.011181,1.892417,5.272333,4.710523,1.919403,5.246086,3.744638,2.006038,6.229259,3.788779,2.057933,6.182599,1.206194,2.040021,5322272,Rest,Rest,Rest
7.312929,5.035914,1.937742,7.303179,4.728451,1.96172,7.209287,3.728059,2.056755,5.276148,5.029732,1.891354,5.291529,4.727798,1.917888,5.279612,3.763411,2.005491,6.239204,3.784885,2.058563,6.204954,1.208511,2.038876,5322303,Rest,Rest,Rest
7.44548,4.95569,1.929738,7.323776,4.70061,1.963865,7.223022,3.725942,2.057041,5.2934,5.046279,1.892654,5.308752,4.7384,1.916292,5.308547,3.776016,2.005004,6.254606,3.778125,2.0595,6.238126,1.208928,2.038531,5322334,Rest,Rest,Rest
7.443322,4.951312,1.928138,7.33368,4.695448,1.963635,7.235947,3.724054,2.057202,5.317227,5.012929,1.894666,5.346245,4.706203,1.918387,5.333291,3.743737,2.007034,6.284698,3.764637,2.062172,6.27913,1.21326,2.036614,5322397,Rest,Rest,Rest
7.440975,4.952548,1.9274,7.340936,4.69251,1.962816,7.250257,3.720995,2.057545,5.347061,4.981391,1.891553,5.376645,4.684387,1.919765,5.351317,3.722371,2.008538,6.296695,3.760905,2.062829,6.319687,1.210871,2.037023,5322412,Rest,Rest,Rest
7.435547,4.954484,1.926621,7.353284,4.688195,1.962008,7.270751,3.721476,2.057416,5.374109,4.964781,1.891966,5.406549,4.670016,1.920978,5.370089,3.709455,2.010333,6.311551,3.756726,2.064155,6.345329,1.212109,2.036664,5322444,Rest,Rest,Rest
7.388386,4.987354,1.932316,7.369101,4.691495,1.961349,7.289361,3.723637,2.05731,5.384495,4.900606,1.8787,5.443882,4.663457,1.923067,5.394825,3.702287,2.011838,6.341084,3.757166,2.066206,6.383088,1.214805,2.037039,5322475,Rest,Rest,Rest
7.380134,4.998354,1.935206,7.382725,4.693567,1.96056,7.313979,3.717279,2.058353,5.450803,4.919762,1.884594,5.471783,4.657913,1.924577,5.411263,3.694488,2.013114,6.360968,3.75997,2.067377,6.406554,1.215875,2.03664,5322506,Rest,Rest,Rest
7.377705,4.999266,1.936519,7.393391,4.692817,1.960857,7.339521,3.710613,2.05979,5.426016,4.877945,1.881307,5.504594,4.653933,1.927181,5.437951,3.68123,2.015599,6.388106,3.756881,2.069678,6.424599,1.216452,2.036863,5322537,Rest,Rest,Rest
