rhx,rhy,rhz,rwx,rwy,rwz,rex,rey,rez,lhx,lhy,lhz,lwx,lwy,lwz,lex,ley,lez,sx,sy,sz,hx,hy,hz,timestamp,phase rh,phase lh,phase rhlh
5.925439,6.494193,1.832084,5.996814,6.416184,1.904591,6.199054,5.798106,2.063561,4.646851,6.762252,1.806044,4.547007,6.514404,1.860382,4.247476,5.77086,2.033064,5.32719,5.436515,2.081999,5.310125,3.484185,2.147499,3900077,Rest,Rest,Rest
5.919469,6.488304,1.829591,5.989291,6.408111,1.902066,6.197579,5.805882,2.061677,4.645095,6.761553,1.806085,4.545606,6.513896,1.860485,4.247138,5.770922,2.033356,5.322666,5.443682,2.081858,5.307126,3.491117,2.146895,3900109,Rest,Rest,Rest
5.927885,6.522106,1.81803,5.999158,6.44968,1.89078,6.194332,5.789537,2.062902,4.710297,6.708592,1.851364,4.594573,6.474539,1.894452,4.247402,5.772377,2.033387,5.313139,5.449083,2.08166,5.302109,3.495835,2.147133,3900202,Rest,Rest,Rest
5.922726,6.513939,1.818789,5.995417,6.435963,1.891253,6.198563,5.804173,2.061705,4.446528,6.505876,1.856583,4.396622,6.323449,1.898332,4.246904,5.776168,2.033249,5.303252,5.456862,2.080433,5.29997,3.501558,2.147246,3900218,Rest,Rest,Rest
5.934905,6.483719,1.830251,6.008251,6.399773,1.902421,6.196415,5.80847,2.059867,4.449259,6.500143,1.855681,4.398693,6.319224,1.897661,4.246996,5.776467,2.033273,5.29868,5.456725,2.080431,5.295461,3.513474,2.146312,3900249,Rest,Rest,Rest
5.931592,6.470705,1.832363,6.003876,6.383003,1.904396,6.19704,5.808153,2.060095,4.435802,6.503046,1.855751,4.388448,6.321362,1.89775,4.246389,5.776312,2.033421,5.292537,5.460382,2.080212,5.292804,3.519714,2.145786,3900280,Rest,Rest,Rest
5.926698,6.462927,1.831508,5.998221,6.374293,1.903529,6.195182,5.808609,2.059508,4.575259,6.782813,1.804182,4.49325,6.531278,1.859048,4.247221,5.776674,2.033318,5.284464,5.471946,2.078739,5.291039,3.52354,2.14584,3900312,Rest,Rest,Rest
6.217433,6.496841,1.859246,6.320262,6.385181,1.928412,6.19426,5.809532,2.059237,4.458221,6.540031,1.863331,4.405379,6.349293,1.903423,4.24685,5.777079,2.033368,5.279368,5.481256,2.077667,5.288436,3.528618,2.145797,3900343,Rest,Rest,Rest
6.214401,6.49229,1.859874,6.318556,6.380577,1.928956,6.194178,5.806956,2.060236,4.615386,6.767296,1.803438,4.523322,6.519971,1.858435,4.247132,5.777997,2.033097,5.281005,5.480848,2.077889,5.288739,3.527208,2.146395,3900374,Rest,Rest,Rest
6.205467,6.496861,1.860348,6.308501,6.384706,1.929468,6.194074,5.807127,2.060392,4.614661,6.765626,1.803946,4.522248,6.518399,1.858939,4.24501,5.776717,2.033587,5.284019,5.472667,2.079208,5.281374,3.524454,2.145682,3900405,Rest,Rest,Rest
6.200283,6.503373,1.860085,6.301025,6.39156,1.929362,6.193753,5.810937,2.059969,4.43732,6.576827,1.869999,4.389043,6.376925,1.908507,4.244212,5.77722,2.033702,5.284194,5.470931,2.079591,5.280467,3.52487,2.145879,3900452,Rest,Rest,Rest
5.921639,6.498613,1.838069,5.98729,6.422495,1.910877,6.193092,5.813379,2.059249,4.436422,6.581504,1.870129,4.388036,6.381101,1.908529,4.242877,5.779892,2.033398,5.281718,5.47305,2.079481,5.280783,3.526248,2.146876,3900484,Rest,Rest,Rest
5.923142,6.489947,1.836813,5.989247,6.410708,1.90947,6.192617,5.813721,2.058981,4.323155,6.547352,1.858701,4.303303,6.356161,1.899893,4.243747,5.782587,2.033141,5.281412,5.47174,2.079678,5.280166,3.526895,2.147097,3900515,Rest,Rest,Rest
5.921712,6.491722,1.836323,5.987206,6.412811,1.90902,6.192516,5.813185,2.059103,4.661247,6.764884,1.805603,4.556917,6.519339,1.860048,4.243927,5.782703,2.033054,5.281679,5.475223,2.07993,5.280255,3.528089,2.147392,3900546,Rest,Rest,Rest
5.933737,6.502844,1.819461,6.004313,6.426641,1.892083,6.192631,5.812698,2.059553,4.469817,6.518409,1.858736,4.413332,6.334543,1.899906,4.243877,5.782944,2.03309,5.28324,5.475214,2.080123,5.272943,3.528223,2.146455,3900577,Rest,Rest,Rest
5.934316,6.465391,1.827106,5.999286,6.378243,1.899448,6.19137,5.812247,2.059288,4.663988,6.742303,1.802309,4.558764,6.502408,1.857688,4.243091,5.782721,2.033495,5.282262,5.473266,2.080287,5.272223,3.528071,2.146448,3900609,Rest,Rest,Rest
5.940634,6.542718,1.80871,6.018256,6.475912,1.881419,6.189398,5.813164,2.058693,4.481651,6.493753,1.855393,4.42214,6.316256,1.897502,4.243604,5.783763,2.033502,5.284938,5.472722,2.080688,5.271836,3.528071,2.146467,3900640,Rest,Rest,Rest
5.925972,6.518652,1.822129,5.995437,6.447731,1.895013,6.188858,5.813041,2.059174,4.496709,6.491199,1.856735,4.432252,6.314001,1.898604,4.238881,5.782404,2.033882,5.288032,5.471449,2.081222,5.271173,3.528636,2.14656,3900687,Rest,Rest,Rest
5.920529,6.496027,1.823916,5.988735,6.418086,1.896564,6.1874,5.812623,2.058929,4.558233,6.857786,1.82775,4.478388,6.588957,1.876865,4.238853,5.782472,2.03388,5.290085,5.473672,2.081229,5.27142,3.527901,2.146639,3900718,Rest,Rest,Rest
5.920727,6.487148,1.827503,5.988953,6.404906,1.899962,6.183685,5.815536,2.056962,4.630988,6.749748,1.813337,4.532937,6.508041,1.866051,4.238783,5.782918,2.033868,5.291251,5.477977,2.080627,5.272586,3.528893,2.146719,3900765,Rest,Rest,Rest
5.923147,6.469829,1.830658,5.991397,6.38253,1.902882,6.182664,5.817346,2.056464,4.633482,6.764071,1.808218,4.534831,6.518853,1.862203,4.238877,5.783197,2.033831,5.290565,5.47485,2.080795,5.272075,3.528404,2.146631,3900796,Rest,Rest,Rest
5.92536,6.499778,1.815339,6.000229,6.41559,1.887447,6.182707,5.817595,2.056357,4.49269,6.547831,1.866555,4.429255,6.356686,1.905959,4.238946,5.783252,2.033843,5.287245,5.475429,2.080467,5.27125,3.524293,2.146213,3900827,Rest,Rest,Rest
5.916654,6.504347,1.825695,5.98794,6.426344,1.898226,6.179836,5.816236,2.05575,4.604762,6.763019,1.801965,4.513551,6.51808,1.857455,4.239919,5.783263,2.033595,5.28442,5.474228,2.080544,5.27245,3.52284,2.146322,3900843,Rest,Rest,Rest
5.907516,6.492115,1.821387,5.974059,6.410468,1.893939,6.179223,5.815162,2.055872,4.619086,6.766959,1.802959,4.524957,6.521245,1.858115,4.242569,5.784102,2.033255,5.287491,5.474354,2.080853,5.275555,3.520374,2.146763,3900874,Rest,Rest,Rest
5.928214,6.506041,1.819423,6.00331,6.428908,1.891841,6.178817,5.815509,2.055802,4.623031,6.768031,1.801844,4.528214,6.52287,1.857051,4.243764,5.787387,2.032345,5.295862,5.491286,2.079377,5.282636,3.516464,2.147494,3900937,Rest,Rest,Rest
5.942616,6.499927,1.822652,5.997952,6.426268,1.895925,6.179215,5.814824,2.056113,4.62819,6.766785,1.801357,4.532713,6.522076,1.856599,4.246284,5.787951,2.031999,5.299204,5.484296,2.080019,5.290877,3.511093,2.148277,3900999,Rest,Rest,Rest
5.933997,6.502549,1.81813,5.999538,6.423564,1.890845,6.176877,5.814361,2.055978,4.621778,6.780307,1.802104,4.52811,6.53305,1.857017,4.247106,5.79128,2.031426,5.302761,5.50308,2.077716,5.290666,3.511263,2.147978,3901046,Rest,Rest,Rest
5.925669,6.481426,1.822595,5.993033,6.398175,1.895056,6.176632,5.8147,2.055556,4.620329,6.763051,1.798874,4.527153,6.520178,1.854597,4.247624,5.79156,2.031439,5.301816,5.50331,2.077755,5.290881,3.511539,2.147835,3901046,Rest,Rest,Rest
5.92343,6.480847,1.822995,5.992366,6.395579,1.895302,6.176504,5.8147,2.05561,4.431071,6.61527,1.872494,4.385401,6.409176,1.909814,4.248391,5.790896,2.031445,5.30188,5.502193,2.077818,5.291316,3.510704,2.14771,3901062,Rest,Rest,Rest
5.928907,6.489298,1.820208,5.9991,6.407648,1.892637,6.18295,5.802963,2.060341,4.639261,6.763219,1.800218,4.541623,6.520129,1.855598,4.248707,5.790855,2.031412,5.302136,5.502341,2.077883,5.291562,3.510345,2.147403,3901077,Rest,Rest,Rest
5.926313,6.499619,1.829966,5.993442,6.422374,1.902703,6.183249,5.801604,2.060977,4.419192,6.59689,1.867531,4.376861,6.395533,1.906025,4.249868,5.791461,2.031179,5.302071,5.502985,2.077902,5.291701,3.510194,2.147385,3901109,Rest,Rest,Rest
5.927813,6.478153,1.83163,5.994925,6.394554,1.904089,6.185001,5.800128,2.061538,4.701418,6.761658,1.803631,4.588985,6.519253,1.858001,4.251687,5.792038,2.030785,5.30966,5.493652,2.079478,5.294367,3.508714,2.147711,3901140,Rest,Rest,Rest
5.926809,6.472141,1.831908,5.99723,6.387156,1.904179,6.185907,5.801943,2.061421,4.659336,6.777837,1.802902,4.557607,6.531476,1.857404,4.252419,5.792395,2.030585,5.306493,5.507677,2.078672,5.29444,3.508672,2.147719,3901202,Rest,Rest,Rest
5.926539,6.478146,1.831929,5.9974,6.395496,1.904294,6.181163,5.809215,2.058459,4.633394,6.811455,1.807334,4.538177,6.556638,1.860741,4.252525,5.792185,2.030637,5.306377,5.507855,2.07866,5.295495,3.509744,2.147687,3901218,Rest,Rest,Rest
5.928988,6.46327,1.832019,5.994659,6.375587,1.904346,6.181347,5.809102,2.058687,4.631196,6.819333,1.808582,4.536423,6.562697,1.861673,4.252103,5.792789,2.030619,5.305844,5.509011,2.078528,5.294123,3.510333,2.147066,3901280,Rest,Rest,Rest
5.944812,6.505469,1.823297,6.019132,6.430174,1.89585,6.182683,5.807745,2.059713,4.630702,6.818391,1.808455,4.536092,6.561928,1.861592,4.252262,5.79254,2.030676,5.304925,5.509297,2.078449,5.293692,3.510308,2.146753,3901312,Rest,Rest,Rest
5.942323,6.477755,1.830372,6.014949,6.395895,1.90271,6.180927,5.81274,2.058433,4.470231,6.570736,1.863862,4.41574,6.37622,1.903146,4.252269,5.792673,2.030674,5.299585,5.517549,2.077435,5.293561,3.510325,2.146572,3901327,Rest,Rest,Rest
5.953204,6.53624,1.81747,6.036591,6.470273,1.889996,6.180991,5.815127,2.05818,4.662525,6.785398,1.807708,4.560331,6.537903,1.860983,4.253752,5.795416,2.030484,5.30372,5.506706,2.07876,5.293019,3.511353,2.146193,3901405,Rest,Rest,Rest
5.952708,6.485454,1.830717,6.017388,6.406402,1.903486,6.182775,5.813492,2.059177,4.607667,6.814479,1.813529,4.519156,6.559333,1.865454,4.253621,5.793894,2.030903,5.293388,5.500453,2.078992,5.292329,3.511815,2.145976,3901452,Rest,Rest,Rest
5.979868,6.525701,1.827247,6.052208,6.457929,1.900184,6.181598,5.814893,2.0587,4.522406,6.537285,1.846884,4.454869,6.350403,1.890615,4.252258,5.789759,2.031485,5.29434,5.500899,2.079093,5.292031,3.512458,2.145635,3901468,Rest,Rest,Rest
5.998107,6.544713,1.824775,6.073738,6.485574,1.897878,6.180752,5.811406,2.059739,4.091903,6.425159,1.879999,4.347538,6.343429,1.895486,4.252265,5.789765,2.031485,5.29206,5.499799,2.07912,5.291429,3.512785,2.145216,3901499,Rest,Rest,Rest
5.98299,6.557352,1.816696,6.057425,6.498104,1.889844,6.17993,5.813131,2.058966,4.085241,6.417,1.878838,4.342282,6.346628,1.895573,4.252761,5.790722,2.031351,5.290504,5.49855,2.079222,5.291742,3.51333,2.145197,3901546,Rest,Rest,Rest
5.940641,6.523858,1.826684,6.005357,6.456886,1.899935,6.184322,5.812939,2.060144,4.085683,6.419523,1.87744,4.339725,6.347309,1.895628,4.252929,5.790596,2.031343,5.290876,5.504762,2.078602,5.29164,3.51321,2.145155,3901562,Rest,Rest,Rest
5.971278,6.537667,1.825631,6.043308,6.473602,1.898712,6.183445,5.814308,2.059703,4.071187,6.418136,1.887527,4.338514,6.348465,1.895782,4.252965,5.790492,2.031312,5.291089,5.504355,2.078582,5.290978,3.513003,2.145056,3901593,Rest,Rest,Rest
5.965512,6.540307,1.823643,6.042996,6.477627,1.896548,6.183936,5.814204,2.059867,4.065957,6.406047,1.891427,4.337874,6.346231,1.895911,4.252235,5.789412,2.031645,5.288886,5.508266,2.077566,5.29075,3.512761,2.145012,3901671,Rest,Rest,Rest
5.965775,6.548065,1.820422,6.046382,6.487646,1.893271,6.184157,5.814298,2.059963,4.598907,6.793895,1.80313,4.51234,6.54275,1.857823,4.252635,5.789316,2.031579,5.291759,5.506329,2.07788,5.29062,3.513679,2.144884,3901702,Rest,Rest,Rest
5.963841,6.550102,1.817172,6.045069,6.490216,1.890015,6.183712,5.814323,2.059924,4.605667,6.795718,1.805161,4.517092,6.543165,1.859466,4.251367,5.785508,2.032057,5.296214,5.500163,2.079331,5.290169,3.511622,2.144839,3901718,Rest,Rest,Rest
5.937536,6.480524,1.823045,6.001942,6.395705,1.895571,6.182642,5.815324,2.059125,4.604152,6.797617,1.806387,4.515592,6.544141,1.860521,4.24991,5.783714,2.032601,5.284389,5.499777,2.078982,5.289936,3.51134,2.144947,3901749,Rest,Rest,Rest
5.935637,6.462318,1.826553,5.99825,6.372976,1.898928,6.1818,5.816008,2.058907,4.590857,6.752553,1.797127,4.505676,6.510524,1.853528,4.250135,5.784438,2.032406,5.276237,5.497463,2.078738,5.293282,3.500749,2.147693,3901749,Rest,Rest,Rest
5.961102,6.546938,1.808734,6.040086,6.481995,1.881511,6.184895,5.811416,2.061442,4.594069,6.771576,1.800624,4.507912,6.524957,1.856164,4.249439,5.785098,2.032459,5.276587,5.497483,2.078742,5.29308,3.501488,2.147636,3901780,Rest,Rest,Rest
5.939514,6.427883,1.834446,5.996878,6.333177,1.906728,6.18505,5.811224,2.061599,4.602577,6.780128,1.802718,4.51429,6.531344,1.857736,4.249431,5.784993,2.032467,5.285893,5.497778,2.077819,5.292933,3.504084,2.147453,3901827,Rest,Rest,Rest
5.93673,6.426988,1.834495,5.996554,6.332864,1.906728,6.18512,5.811158,2.061571,4.526083,6.524098,1.855118,4.456916,6.339316,1.897043,4.249416,5.784969,2.032492,5.287953,5.507586,2.077294,5.292519,3.504478,2.147328,3901859,Rest,Rest,Rest
5.936681,6.431185,1.832495,5.993788,6.336336,1.904776,6.186462,5.809567,2.062361,4.48643,6.5368,1.861969,4.426746,6.348989,1.902257,4.247695,5.785553,2.032799,5.286227,5.510459,2.076824,5.292431,3.506006,2.147315,3901874,Rest,Rest,Rest
5.934592,6.434989,1.831036,5.990967,6.340415,1.903355,6.186468,5.809401,2.062367,4.512708,6.515802,1.859625,4.446401,6.33347,1.900501,4.247477,5.786472,2.032808,5.286804,5.513799,2.076522,5.292164,3.505783,2.147316,3901968,Rest,Rest,Rest
5.934654,6.433547,1.831811,5.991655,6.338556,1.904091,6.185925,5.815877,2.060731,4.610527,6.81074,1.82069,4.519732,6.554806,1.871244,4.247347,5.787001,2.032582,5.289165,5.519242,2.076408,5.292004,3.50569,2.147287,3902015,Rest,Rest,Rest
5.935694,6.463524,1.832591,5.995444,6.376887,1.905204,6.185905,5.816061,2.060855,4.635835,6.748582,1.813639,4.538588,6.508249,1.865939,4.246844,5.78725,2.032514,5.289644,5.522237,2.076036,5.291931,3.506149,2.147321,3902015,Rest,Rest,Rest
5.938908,6.457793,1.834417,5.997908,6.370156,1.907009,6.18634,5.81564,2.060844,4.632731,6.76988,1.810168,4.536015,6.523804,1.863363,4.245863,5.785576,2.032626,5.289482,5.52277,2.075972,5.291827,3.506204,2.147297,3902046,Rest,Rest,Rest
5.931547,6.455436,1.834251,5.996972,6.367511,1.90661,6.184355,5.817675,2.060362,4.639241,6.772287,1.80431,4.540813,6.525454,1.858991,4.245532,5.784951,2.032712,5.289071,5.525713,2.075766,5.291999,3.505566,2.147396,3902062,Rest,Rest,Rest
5.942852,6.479316,1.825123,6.015566,6.396126,1.897431,6.185898,5.816683,2.0606,4.596092,6.755519,1.798212,4.508461,6.51308,1.854394,4.245571,5.785759,2.032617,5.288921,5.525962,2.075797,5.291843,3.505671,2.147376,3902109,Rest,Rest,Rest
6.041307,6.401655,1.841898,6.130206,6.290799,1.911961,6.187458,5.815032,2.060938,4.495749,6.513505,1.85917,4.432885,6.331338,1.900294,4.244295,5.78484,2.033343,5.288406,5.526307,2.075754,5.291328,3.506003,2.14736,3902124,Rest,Rest,Rest
5.926276,6.494505,1.819478,5.995561,6.414379,1.892066,6.19369,5.817149,2.06168,4.632342,6.775412,1.80562,4.534868,6.527467,1.860169,4.242445,5.783632,2.033491,5.290476,5.528043,2.075384,5.290064,3.504214,2.146956,3902296,Rest,Rest,Rest
5.942922,6.528965,1.813778,6.021767,6.45929,1.88641,6.193831,5.82046,2.060846,4.63442,6.765998,1.804593,4.536463,6.520309,1.859364,4.242592,5.783243,2.033355,5.291009,5.528086,2.075411,5.290568,3.504135,2.147108,3902312,Rest,Rest,Rest
5.931644,6.462313,1.822526,5.995142,6.371756,1.894839,6.195387,5.817453,2.061607,4.622983,6.773664,1.804419,4.527786,6.526175,1.859211,4.242195,5.783709,2.033263,5.290968,5.528476,2.075349,5.290585,3.504398,2.147107,3902327,Rest,Rest,Rest
6.066177,6.414976,1.843482,6.153763,6.306791,1.913794,6.194826,5.818489,2.061256,4.633763,6.758204,1.802339,4.535782,6.514607,1.85763,4.241841,5.783817,2.03318,5.291914,5.528828,2.075347,5.290162,3.503957,2.14711,3902343,Rest,Rest,Rest
6.064636,6.414428,1.843801,6.153316,6.306004,1.914044,6.194489,5.816625,2.061352,4.60254,6.790216,1.805946,4.512434,6.538587,1.860326,4.242115,5.783701,2.033144,5.293426,5.527038,2.075717,5.290226,3.503642,2.147061,3902390,Rest,Rest,Rest
5.909238,6.448847,1.828613,5.967287,6.356646,1.901028,6.193901,5.823156,2.059638,4.375631,6.537225,1.858484,4.342003,6.348371,1.899772,4.241118,5.781811,2.033317,5.29258,5.528841,2.075532,5.290522,3.503774,2.147008,3902421,Rest,Rest,Rest
5.913418,6.443522,1.828722,5.968654,6.349462,1.901133,6.194838,5.822017,2.059998,4.624987,6.787533,1.807528,4.529035,6.536151,1.861552,4.241176,5.782004,2.033303,5.294077,5.525083,2.076117,5.290412,3.50386,2.147009,3902452,Rest,Rest,Rest
5.94629,6.548409,1.80791,6.015692,6.481105,1.881024,6.189957,5.826553,2.05759,4.738535,6.510172,1.835851,4.614088,6.328309,1.882795,4.240746,5.78272,2.033305,5.293697,5.528906,2.075397,5.290178,3.505353,2.146913,3902484,Rest,Rest,Rest
5.993458,6.417117,1.840883,6.065755,6.318217,1.912434,6.189912,5.826715,2.057427,4.636081,6.765284,1.804031,4.537251,6.519637,1.858897,4.240763,5.782694,2.033172,5.294207,5.531842,2.074901,5.290147,3.505384,2.146966,3902515,Rest,Rest,Rest
5.992713,6.421029,1.838974,6.06781,6.324635,1.910549,6.186011,5.832536,2.055669,4.628762,6.781434,1.806355,4.531706,6.531639,1.860594,4.240539,5.782251,2.032991,5.292009,5.535097,2.074131,5.290071,3.505109,2.146996,3902546,Rest,Rest,Rest
5.954365,6.422343,1.832872,6.02142,6.323614,1.904641,6.185394,5.832071,2.055517,4.629782,6.780584,1.806262,4.532313,6.530863,1.860485,4.239905,5.781703,2.032835,5.289647,5.534408,2.073637,5.29013,3.504479,2.147261,3902577,Rest,Rest,Rest
5.957423,6.545651,1.810759,6.033455,6.477057,1.88357,6.187611,5.827785,2.056557,4.658331,6.754632,1.806054,4.553494,6.510732,1.86031,4.238981,5.779031,2.032759,5.289792,5.535227,2.073445,5.294978,3.502276,2.148191,3902687,Rest,Rest,Rest
5.933221,6.4796,1.818913,6.001049,6.394913,1.891372,6.18724,5.828107,2.056513,4.664936,6.74025,1.805082,4.558301,6.499902,1.859571,4.2384,5.778862,2.032717,5.289967,5.534624,2.073569,5.293868,3.501734,2.148075,3902687,Rest,Rest,Rest
5.925921,6.464307,1.821807,5.993443,6.375041,1.894059,6.190167,5.827871,2.057247,4.663294,6.73991,1.80488,4.556852,6.499488,1.859415,4.237527,5.778221,2.032701,5.28964,5.535126,2.073416,5.294761,3.501808,2.148058,3902702,Rest,Rest,Rest
5.919604,6.46097,1.82146,5.986227,6.370183,1.893673,6.190805,5.828538,2.057189,4.663024,6.747709,1.802572,4.556753,6.505839,1.857553,4.23794,5.780228,2.032176,5.289005,5.535785,2.073209,5.294258,3.50197,2.147802,3902718,Rest,Rest,Rest
5.920565,6.457601,1.821906,5.983285,6.366687,1.894254,6.192033,5.829071,2.057356,4.656054,6.741184,1.802595,4.551472,6.500958,1.857577,4.237726,5.780282,2.032204,5.289551,5.537554,2.072751,5.295112,3.502973,2.147579,3902749,Rest,Rest,Rest
5.921971,6.379764,1.823695,5.98379,6.264205,1.894655,6.194411,5.830645,2.05789,4.404309,6.599631,1.871932,4.362512,6.394546,1.909673,4.237121,5.779289,2.032576,5.288766,5.538085,2.0725,5.294366,3.503523,2.147223,3902780,Rest,Rest,Rest
5.913992,6.406792,1.823833,5.976743,6.298651,1.895228,6.19407,5.834802,2.056722,4.638342,6.706692,1.812205,4.538004,6.474789,1.864872,4.23699,5.77908,2.032552,5.2865,5.543327,2.071521,5.294999,3.503522,2.146979,3902921,Rest,Rest,Rest
5.924516,6.41256,1.82424,5.980734,6.308527,1.896095,6.19341,5.832449,2.056409,4.489338,6.48488,1.853939,4.426382,6.308517,1.896057,4.237513,5.779426,2.032091,5.286723,5.543365,2.07145,5.294155,3.503518,2.146724,3902921,Rest,Rest,Rest
5.924747,6.414558,1.824048,5.978304,6.311094,1.89602,6.193661,5.834023,2.055666,4.646609,6.705905,1.803513,4.544231,6.473519,1.858248,4.237097,5.77636,2.032134,5.285113,5.544423,2.071234,5.293797,3.504324,2.146723,3902921,Rest,Rest,Rest
5.925417,6.415403,1.824285,5.978542,6.312313,1.896291,6.191225,5.833839,2.05505,4.478497,6.453069,1.848922,4.41801,6.283659,1.892307,4.236548,5.775428,2.032143,5.280737,5.536166,2.071471,5.295266,3.504401,2.146807,3902952,Rest,Rest,Rest
5.922434,6.416743,1.824623,5.979862,6.314856,1.896565,6.192219,5.830736,2.055904,4.486995,6.468955,1.852114,4.424277,6.295326,1.894698,4.236121,5.774439,2.03213,5.281303,5.536556,2.071353,5.29525,3.504408,2.146792,3902984,Rest,Rest,Rest
5.924699,6.467237,1.820284,5.988637,6.379861,1.892772,6.186777,5.832236,2.054464,4.650588,6.704425,1.80137,4.546876,6.472231,1.85664,4.235744,5.775649,2.032129,5.282171,5.538909,2.070994,5.291844,3.507183,2.146061,3903124,Rest,Rest,Rest
5.919944,6.477753,1.82278,5.984429,6.391893,1.895323,6.184386,5.833527,2.053608,4.646777,6.735685,1.803338,4.544076,6.496085,1.858019,4.235973,5.777283,2.031744,5.282815,5.539402,2.070948,5.289145,3.506604,2.145578,3903140,Rest,Rest,Rest
5.932637,6.465287,1.822817,5.984825,6.37974,1.895771,6.183247,5.833498,2.053491,4.522077,6.478424,1.855073,4.450534,6.303162,1.896825,4.235906,5.777374,2.031763,5.282938,5.539724,2.070953,5.287274,3.508894,2.145188,3903155,Rest,Rest,Rest
5.929794,6.463096,1.822455,5.982168,6.37621,1.89534,6.178815,5.834323,2.052474,4.508795,6.488077,1.854949,4.440835,6.310985,1.896631,4.236956,5.779709,2.031362,5.281347,5.542484,2.070645,5.286364,3.509297,2.145014,3903187,Rest,Rest,Rest
5.929398,6.456703,1.823416,5.983165,6.367106,1.896132,6.175393,5.833912,2.051554,4.611722,6.756548,1.798456,4.518459,6.51293,1.854069,4.238671,5.782078,2.030593,5.280395,5.538119,2.071067,5.286864,3.509071,2.145088,3903218,Rest,Rest,Rest
5.938928,6.447762,1.825952,5.98665,6.357692,1.898815,6.174789,5.832948,2.051689,4.637167,6.771431,1.802534,4.538078,6.524163,1.85709,4.240813,5.782359,2.030443,5.279637,5.53242,2.071822,5.287837,3.509088,2.145241,3903249,Rest,Rest,Rest
5.927932,6.447757,1.825007,5.983047,6.356237,1.897592,6.171331,5.830282,2.051476,4.635805,6.742564,1.805431,4.537275,6.502981,1.859225,4.241686,5.784234,2.030292,5.288537,5.527906,2.071365,5.288277,3.508827,2.145357,3903280,Rest,Rest,Rest
